Iterations [0/25500], Train Loss: 1.001415, Validation Loss: 1.000758
Iterations [19140/25500], Train Loss: 0.029180, Validation Loss: 0.024810
Iterations [19150/25500], Train Loss: 0.016028, Validation Loss: 0.026098
Iterations [19160/25500], Train Loss: 0.013373, Validation Loss: 0.035246
Iterations [19170/25500], Train Loss: 0.022772, Validation Loss: 0.021743
Iterations [19180/25500], Train Loss: 0.014538, Validation Loss: 0.025486
Iterations [19190/25500], Train Loss: 0.023062, Validation Loss: 0.029496
Iterations [19200/25500], Train Loss: 0.019990, Validation Loss: 0.027076
Iterations [19210/25500], Train Loss: 0.022455, Validation Loss: 0.031105
Iterations [19220/25500], Train Loss: 0.013150, Validation Loss: 0.028503
Iterations [19230/25500], Train Loss: 0.020775, Validation Loss: 0.022299
Iterations [19240/25500], Train Loss: 0.026970, Validation Loss: 0.027280
Iterations [19250/25500], Train Loss: 0.015312, Validation Loss: 0.031047
Iterations [19260/25500], Train Loss: 0.013889, Validation Loss: 0.027795
Iterations [19270/25500], Train Loss: 0.026664, Validation Loss: 0.024518
Iterations [19280/25500], Train Loss: 0.024042, Validation Loss: 0.029160
Iterations [19290/25500], Train Loss: 0.022392, Validation Loss: 0.024853
Iterations [19300/25500], Train Loss: 0.017903, Validation Loss: 0.027000
Iterations [19310/25500], Train Loss: 0.028843, Validation Loss: 0.026111
Iterations [19320/25500], Train Loss: 0.020918, Validation Loss: 0.032648
Iterations [19330/25500], Train Loss: 0.023656, Validation Loss: 0.030861
Iterations [19340/25500], Train Loss: 0.018266, Validation Loss: 0.031973
Iterations [19350/25500], Train Loss: 0.020360, Validation Loss: 0.028342
Iterations [19360/25500], Train Loss: 0.018065, Validation Loss: 0.024341
Iterations [19370/25500], Train Loss: 0.019539, Validation Loss: 0.032719
Iterations [19380/25500], Train Loss: 0.032779, Validation Loss: 0.021231
Iterations [19390/25500], Train Loss: 0.024344, Validation Loss: 0.028362
Iterations [19400/25500], Train Loss: 0.020113, Validation Loss: 0.019238
Iterations [19410/25500], Train Loss: 0.019004, Validation Loss: 0.031221
Iterations [19420/25500], Train Loss: 0.020084, Validation Loss: 0.018994
Iterations [19430/25500], Train Loss: 0.015119, Validation Loss: 0.029438
Iterations [19440/25500], Train Loss: 0.028801, Validation Loss: 0.022297
Iterations [19450/25500], Train Loss: 0.022321, Validation Loss: 0.027350
Iterations [19460/25500], Train Loss: 0.015928, Validation Loss: 0.024228
Iterations [19470/25500], Train Loss: 0.017149, Validation Loss: 0.040785
Iterations [19480/25500], Train Loss: 0.019623, Validation Loss: 0.025689
Iterations [19490/25500], Train Loss: 0.017888, Validation Loss: 0.029987
Iterations [19500/25500], Train Loss: 0.022116, Validation Loss: 0.032655
Iterations [19510/25500], Train Loss: 0.019287, Validation Loss: 0.024072
Iterations [19520/25500], Train Loss: 0.020038, Validation Loss: 0.025621
Iterations [19530/25500], Train Loss: 0.022437, Validation Loss: 0.025342
Iterations [19540/25500], Train Loss: 0.022383, Validation Loss: 0.023211
Iterations [19550/25500], Train Loss: 0.014629, Validation Loss: 0.027318
Iterations [19560/25500], Train Loss: 0.020877, Validation Loss: 0.035050
Iterations [19570/25500], Train Loss: 0.016949, Validation Loss: 0.031055
Iterations [19580/25500], Train Loss: 0.025283, Validation Loss: 0.029028
Iterations [19590/25500], Train Loss: 0.027528, Validation Loss: 0.027313
Iterations [19600/25500], Train Loss: 0.028596, Validation Loss: 0.019360
Iterations [19610/25500], Train Loss: 0.016441, Validation Loss: 0.030061
Iterations [19620/25500], Train Loss: 0.025485, Validation Loss: 0.025579
Iterations [19630/25500], Train Loss: 0.019575, Validation Loss: 0.019713
Iterations [19640/25500], Train Loss: 0.020648, Validation Loss: 0.023736
Iterations [19650/25500], Train Loss: 0.022561, Validation Loss: 0.018892
Iterations [19660/25500], Train Loss: 0.020374, Validation Loss: 0.035009
Iterations [19670/25500], Train Loss: 0.013631, Validation Loss: 0.020883
Iterations [19680/25500], Train Loss: 0.016262, Validation Loss: 0.021536
Iterations [19690/25500], Train Loss: 0.011126, Validation Loss: 0.020262
Iterations [19700/25500], Train Loss: 0.023614, Validation Loss: 0.027012
Iterations [19710/25500], Train Loss: 0.019857, Validation Loss: 0.032333
Iterations [19720/25500], Train Loss: 0.022668, Validation Loss: 0.016037
Iterations [19730/25500], Train Loss: 0.021168, Validation Loss: 0.020227
Iterations [19740/25500], Train Loss: 0.017754, Validation Loss: 0.029530
Iterations [19750/25500], Train Loss: 0.021418, Validation Loss: 0.030299
Iterations [19760/25500], Train Loss: 0.015102, Validation Loss: 0.038075
Iterations [19770/25500], Train Loss: 0.015118, Validation Loss: 0.027784
Iterations [19780/25500], Train Loss: 0.024126, Validation Loss: 0.036427
Iterations [19790/25500], Train Loss: 0.033323, Validation Loss: 0.017320
Iterations [19800/25500], Train Loss: 0.021227, Validation Loss: 0.027461
Iterations [19810/25500], Train Loss: 0.018094, Validation Loss: 0.030638
Iterations [19820/25500], Train Loss: 0.020265, Validation Loss: 0.019127
Iterations [19830/25500], Train Loss: 0.017779, Validation Loss: 0.031187
Iterations [19840/25500], Train Loss: 0.024296, Validation Loss: 0.028273
Iterations [19850/25500], Train Loss: 0.019588, Validation Loss: 0.030692
Iterations [19860/25500], Train Loss: 0.023315, Validation Loss: 0.027719
Iterations [19870/25500], Train Loss: 0.018752, Validation Loss: 0.023289
Iterations [19880/25500], Train Loss: 0.019686, Validation Loss: 0.031729
Iterations [19890/25500], Train Loss: 0.028718, Validation Loss: 0.027019
Iterations [19900/25500], Train Loss: 0.013560, Validation Loss: 0.020062
Iterations [19910/25500], Train Loss: 0.018691, Validation Loss: 0.031186
Iterations [19920/25500], Train Loss: 0.015653, Validation Loss: 0.023061
Iterations [19930/25500], Train Loss: 0.018208, Validation Loss: 0.019296
Iterations [19940/25500], Train Loss: 0.015106, Validation Loss: 0.020583
Iterations [19950/25500], Train Loss: 0.019842, Validation Loss: 0.030562
Iterations [19960/25500], Train Loss: 0.014480, Validation Loss: 0.032464
Iterations [19970/25500], Train Loss: 0.015445, Validation Loss: 0.027577
Iterations [19980/25500], Train Loss: 0.022265, Validation Loss: 0.032250
Iterations [19990/25500], Train Loss: 0.016484, Validation Loss: 0.032879
Iterations [20000/25500], Train Loss: 0.014012, Validation Loss: 0.015237
Iterations [20010/25500], Train Loss: 0.018873, Validation Loss: 0.023119
Iterations [20020/25500], Train Loss: 0.020953, Validation Loss: 0.038619
Iterations [20030/25500], Train Loss: 0.028600, Validation Loss: 0.026380
Iterations [20040/25500], Train Loss: 0.016534, Validation Loss: 0.020988
Iterations [20050/25500], Train Loss: 0.017360, Validation Loss: 0.024170
Iterations [20060/25500], Train Loss: 0.027706, Validation Loss: 0.028242
Iterations [20070/25500], Train Loss: 0.027467, Validation Loss: 0.022007
Iterations [20080/25500], Train Loss: 0.015277, Validation Loss: 0.015992
Iterations [20090/25500], Train Loss: 0.015633, Validation Loss: 0.027144
Iterations [20100/25500], Train Loss: 0.017189, Validation Loss: 0.031979
Iterations [20110/25500], Train Loss: 0.015694, Validation Loss: 0.017037
Iterations [20120/25500], Train Loss: 0.020628, Validation Loss: 0.027936
Iterations [20130/25500], Train Loss: 0.028192, Validation Loss: 0.019395
Iterations [20140/25500], Train Loss: 0.021020, Validation Loss: 0.027235
Iterations [20150/25500], Train Loss: 0.025438, Validation Loss: 0.040389
Iterations [20160/25500], Train Loss: 0.024768, Validation Loss: 0.028128
Iterations [20170/25500], Train Loss: 0.022538, Validation Loss: 0.023171
Iterations [20180/25500], Train Loss: 0.021651, Validation Loss: 0.027920
Iterations [20190/25500], Train Loss: 0.017851, Validation Loss: 0.029742
Iterations [20200/25500], Train Loss: 0.017082, Validation Loss: 0.021021
Iterations [20210/25500], Train Loss: 0.020349, Validation Loss: 0.028527
Iterations [20220/25500], Train Loss: 0.011297, Validation Loss: 0.024030
Iterations [20230/25500], Train Loss: 0.015325, Validation Loss: 0.021255
Iterations [20240/25500], Train Loss: 0.021074, Validation Loss: 0.021716
Iterations [20250/25500], Train Loss: 0.016900, Validation Loss: 0.024862
Iterations [20260/25500], Train Loss: 0.014762, Validation Loss: 0.040135
Iterations [20270/25500], Train Loss: 0.018629, Validation Loss: 0.032088
Iterations [20280/25500], Train Loss: 0.021978, Validation Loss: 0.016295
Iterations [20290/25500], Train Loss: 0.014386, Validation Loss: 0.022091
Iterations [20300/25500], Train Loss: 0.020355, Validation Loss: 0.023255
Iterations [20310/25500], Train Loss: 0.023766, Validation Loss: 0.022539
Iterations [20320/25500], Train Loss: 0.018947, Validation Loss: 0.027570
Iterations [20330/25500], Train Loss: 0.022101, Validation Loss: 0.026319
Iterations [20340/25500], Train Loss: 0.020826, Validation Loss: 0.027440
Iterations [20350/25500], Train Loss: 0.016253, Validation Loss: 0.029626
Iterations [20360/25500], Train Loss: 0.020700, Validation Loss: 0.023445
Iterations [20370/25500], Train Loss: 0.025657, Validation Loss: 0.036055
Iterations [20380/25500], Train Loss: 0.021067, Validation Loss: 0.021659
Iterations [20390/25500], Train Loss: 0.013263, Validation Loss: 0.021014
Iterations [20400/25500], Train Loss: 0.016229, Validation Loss: 0.026924
Iterations [20410/25500], Train Loss: 0.024135, Validation Loss: 0.022210
Iterations [20420/25500], Train Loss: 0.017605, Validation Loss: 0.025696
Iterations [20430/25500], Train Loss: 0.014752, Validation Loss: 0.028441
Iterations [20440/25500], Train Loss: 0.016550, Validation Loss: 0.035803
Iterations [20450/25500], Train Loss: 0.007269, Validation Loss: 0.031718
Iterations [20460/25500], Train Loss: 0.020266, Validation Loss: 0.026510
Iterations [20470/25500], Train Loss: 0.013273, Validation Loss: 0.024908
Iterations [20480/25500], Train Loss: 0.015573, Validation Loss: 0.021922
Iterations [20490/25500], Train Loss: 0.016859, Validation Loss: 0.020251
Iterations [20500/25500], Train Loss: 0.024794, Validation Loss: 0.026949
Iterations [20510/25500], Train Loss: 0.018968, Validation Loss: 0.026535
Iterations [20520/25500], Train Loss: 0.018572, Validation Loss: 0.028773
Iterations [20530/25500], Train Loss: 0.018057, Validation Loss: 0.022669
Iterations [20540/25500], Train Loss: 0.017020, Validation Loss: 0.020701
Iterations [20550/25500], Train Loss: 0.012067, Validation Loss: 0.019815
Iterations [20560/25500], Train Loss: 0.035706, Validation Loss: 0.024170
Iterations [20570/25500], Train Loss: 0.025271, Validation Loss: 0.024619
Iterations [20580/25500], Train Loss: 0.016822, Validation Loss: 0.043852
Iterations [20590/25500], Train Loss: 0.022732, Validation Loss: 0.020908
Iterations [20600/25500], Train Loss: 0.022436, Validation Loss: 0.026766
Iterations [20610/25500], Train Loss: 0.013982, Validation Loss: 0.025542
Iterations [20620/25500], Train Loss: 0.018660, Validation Loss: 0.025776
Iterations [20630/25500], Train Loss: 0.017352, Validation Loss: 0.026279
Iterations [20640/25500], Train Loss: 0.019744, Validation Loss: 0.025222
Iterations [20650/25500], Train Loss: 0.019097, Validation Loss: 0.023203
Iterations [20660/25500], Train Loss: 0.016189, Validation Loss: 0.023416
Iterations [20670/25500], Train Loss: 0.013702, Validation Loss: 0.014532
Iterations [20680/25500], Train Loss: 0.013134, Validation Loss: 0.024581
Iterations [20690/25500], Train Loss: 0.017333, Validation Loss: 0.022234
Iterations [20700/25500], Train Loss: 0.016643, Validation Loss: 0.026186
Iterations [20710/25500], Train Loss: 0.017747, Validation Loss: 0.020902
Iterations [20720/25500], Train Loss: 0.017125, Validation Loss: 0.023482
Iterations [20730/25500], Train Loss: 0.018858, Validation Loss: 0.027927
Iterations [20740/25500], Train Loss: 0.017576, Validation Loss: 0.021463
Iterations [20750/25500], Train Loss: 0.018888, Validation Loss: 0.023238
Iterations [20760/25500], Train Loss: 0.016904, Validation Loss: 0.027440
Iterations [20770/25500], Train Loss: 0.021693, Validation Loss: 0.024659
Iterations [20780/25500], Train Loss: 0.018268, Validation Loss: 0.023090
Iterations [20790/25500], Train Loss: 0.010365, Validation Loss: 0.020382
Iterations [20800/25500], Train Loss: 0.018022, Validation Loss: 0.027899
Iterations [20810/25500], Train Loss: 0.020439, Validation Loss: 0.026777
Iterations [20820/25500], Train Loss: 0.011962, Validation Loss: 0.022853
Iterations [20830/25500], Train Loss: 0.017301, Validation Loss: 0.033897
Iterations [20840/25500], Train Loss: 0.016868, Validation Loss: 0.025925
Iterations [20850/25500], Train Loss: 0.012761, Validation Loss: 0.025909
Iterations [20860/25500], Train Loss: 0.017526, Validation Loss: 0.028361
Iterations [20870/25500], Train Loss: 0.018438, Validation Loss: 0.018269
Iterations [20880/25500], Train Loss: 0.018062, Validation Loss: 0.018694
Iterations [20890/25500], Train Loss: 0.014380, Validation Loss: 0.020359
Iterations [20900/25500], Train Loss: 0.014006, Validation Loss: 0.025016
Iterations [20910/25500], Train Loss: 0.012124, Validation Loss: 0.026770
Iterations [20920/25500], Train Loss: 0.029725, Validation Loss: 0.016546
Iterations [20930/25500], Train Loss: 0.013085, Validation Loss: 0.022215
Iterations [20940/25500], Train Loss: 0.014186, Validation Loss: 0.027174
Iterations [20950/25500], Train Loss: 0.012724, Validation Loss: 0.023052
Iterations [20960/25500], Train Loss: 0.021472, Validation Loss: 0.024609
Iterations [20970/25500], Train Loss: 0.016553, Validation Loss: 0.028257
Iterations [20980/25500], Train Loss: 0.020562, Validation Loss: 0.024454
Iterations [20990/25500], Train Loss: 0.013284, Validation Loss: 0.023705
Iterations [21000/25500], Train Loss: 0.015207, Validation Loss: 0.018306
Iterations [21010/25500], Train Loss: 0.017190, Validation Loss: 0.025088
Iterations [21020/25500], Train Loss: 0.017196, Validation Loss: 0.026757
Iterations [21030/25500], Train Loss: 0.016594, Validation Loss: 0.024889
Iterations [21040/25500], Train Loss: 0.021552, Validation Loss: 0.019657
Iterations [21050/25500], Train Loss: 0.017144, Validation Loss: 0.024800
Iterations [21060/25500], Train Loss: 0.021759, Validation Loss: 0.024327
Iterations [21070/25500], Train Loss: 0.013586, Validation Loss: 0.021314
Iterations [21080/25500], Train Loss: 0.013836, Validation Loss: 0.018410
Iterations [21090/25500], Train Loss: 0.016629, Validation Loss: 0.024064
Iterations [21100/25500], Train Loss: 0.020752, Validation Loss: 0.026806
Iterations [21110/25500], Train Loss: 0.010736, Validation Loss: 0.021232
Iterations [21120/25500], Train Loss: 0.020669, Validation Loss: 0.021344
Iterations [21130/25500], Train Loss: 0.016149, Validation Loss: 0.025365
Iterations [21140/25500], Train Loss: 0.018379, Validation Loss: 0.021942
Iterations [21150/25500], Train Loss: 0.013125, Validation Loss: 0.029349
Iterations [21160/25500], Train Loss: 0.022797, Validation Loss: 0.024075
Iterations [21170/25500], Train Loss: 0.016309, Validation Loss: 0.030815
Iterations [21180/25500], Train Loss: 0.020367, Validation Loss: 0.018543
Iterations [21190/25500], Train Loss: 0.016914, Validation Loss: 0.023614
Iterations [21200/25500], Train Loss: 0.014970, Validation Loss: 0.041028
Iterations [21210/25500], Train Loss: 0.017734, Validation Loss: 0.023382
Iterations [21220/25500], Train Loss: 0.014635, Validation Loss: 0.032781
Iterations [21230/25500], Train Loss: 0.012267, Validation Loss: 0.016584
Iterations [21240/25500], Train Loss: 0.014460, Validation Loss: 0.020870
Iterations [21250/25500], Train Loss: 0.013115, Validation Loss: 0.022417
Iterations [21260/25500], Train Loss: 0.017376, Validation Loss: 0.015506
Iterations [21270/25500], Train Loss: 0.020096, Validation Loss: 0.029446
Iterations [21280/25500], Train Loss: 0.014465, Validation Loss: 0.020469
Iterations [21290/25500], Train Loss: 0.015703, Validation Loss: 0.024687
Iterations [21300/25500], Train Loss: 0.026651, Validation Loss: 0.026803
Iterations [21310/25500], Train Loss: 0.020300, Validation Loss: 0.017936
Iterations [21320/25500], Train Loss: 0.016906, Validation Loss: 0.022083
Iterations [21330/25500], Train Loss: 0.016390, Validation Loss: 0.028918
Iterations [21340/25500], Train Loss: 0.027711, Validation Loss: 0.014698
Iterations [21350/25500], Train Loss: 0.019007, Validation Loss: 0.024769
Iterations [21360/25500], Train Loss: 0.021318, Validation Loss: 0.017744
Iterations [21370/25500], Train Loss: 0.012383, Validation Loss: 0.019347
Iterations [21380/25500], Train Loss: 0.015260, Validation Loss: 0.024542
Iterations [21390/25500], Train Loss: 0.017224, Validation Loss: 0.023279
Iterations [21400/25500], Train Loss: 0.023359, Validation Loss: 0.021988
Iterations [21410/25500], Train Loss: 0.025024, Validation Loss: 0.019484
Iterations [21420/25500], Train Loss: 0.012872, Validation Loss: 0.023785
Iterations [21430/25500], Train Loss: 0.022770, Validation Loss: 0.019014
Iterations [21440/25500], Train Loss: 0.018548, Validation Loss: 0.025263
Iterations [21450/25500], Train Loss: 0.020887, Validation Loss: 0.018739
Iterations [21460/25500], Train Loss: 0.014399, Validation Loss: 0.025644
Iterations [21470/25500], Train Loss: 0.010897, Validation Loss: 0.021918
Iterations [21480/25500], Train Loss: 0.012727, Validation Loss: 0.017483
Iterations [21490/25500], Train Loss: 0.011993, Validation Loss: 0.019174
Iterations [21500/25500], Train Loss: 0.021017, Validation Loss: 0.026073
Iterations [21510/25500], Train Loss: 0.011423, Validation Loss: 0.022513
Iterations [21520/25500], Train Loss: 0.011675, Validation Loss: 0.021115
Iterations [21530/25500], Train Loss: 0.016573, Validation Loss: 0.020790
Iterations [21540/25500], Train Loss: 0.014694, Validation Loss: 0.020458
Iterations [21550/25500], Train Loss: 0.022082, Validation Loss: 0.024159
Iterations [21560/25500], Train Loss: 0.010588, Validation Loss: 0.028759
Iterations [21570/25500], Train Loss: 0.013639, Validation Loss: 0.018496
Iterations [21580/25500], Train Loss: 0.013044, Validation Loss: 0.028147
Iterations [21590/25500], Train Loss: 0.007688, Validation Loss: 0.029017
Iterations [21600/25500], Train Loss: 0.017610, Validation Loss: 0.022749
Iterations [21610/25500], Train Loss: 0.013750, Validation Loss: 0.023038
Iterations [21620/25500], Train Loss: 0.018720, Validation Loss: 0.024156
Iterations [21630/25500], Train Loss: 0.020475, Validation Loss: 0.021627
Iterations [21640/25500], Train Loss: 0.018146, Validation Loss: 0.023841
Iterations [21650/25500], Train Loss: 0.020168, Validation Loss: 0.019776
Iterations [21660/25500], Train Loss: 0.021694, Validation Loss: 0.016223
Iterations [21670/25500], Train Loss: 0.012776, Validation Loss: 0.018956
Iterations [21680/25500], Train Loss: 0.013305, Validation Loss: 0.018566
Iterations [21690/25500], Train Loss: 0.016031, Validation Loss: 0.034414
Iterations [21700/25500], Train Loss: 0.022429, Validation Loss: 0.019114
Iterations [21710/25500], Train Loss: 0.012537, Validation Loss: 0.020875
Iterations [21720/25500], Train Loss: 0.017207, Validation Loss: 0.024031
Iterations [21730/25500], Train Loss: 0.015594, Validation Loss: 0.020472
Iterations [21740/25500], Train Loss: 0.015007, Validation Loss: 0.025368
Iterations [21750/25500], Train Loss: 0.023765, Validation Loss: 0.030897
Iterations [21760/25500], Train Loss: 0.024561, Validation Loss: 0.020265
Iterations [21770/25500], Train Loss: 0.014612, Validation Loss: 0.025316
Iterations [21780/25500], Train Loss: 0.019150, Validation Loss: 0.019183
Iterations [21790/25500], Train Loss: 0.021208, Validation Loss: 0.019783
Iterations [21800/25500], Train Loss: 0.013814, Validation Loss: 0.018242
Iterations [21810/25500], Train Loss: 0.012395, Validation Loss: 0.023760
Iterations [21820/25500], Train Loss: 0.017583, Validation Loss: 0.023681
Iterations [21830/25500], Train Loss: 0.016999, Validation Loss: 0.019209
Iterations [21840/25500], Train Loss: 0.014989, Validation Loss: 0.019821
Iterations [21850/25500], Train Loss: 0.019978, Validation Loss: 0.022456
Iterations [21860/25500], Train Loss: 0.018537, Validation Loss: 0.019941
Iterations [21870/25500], Train Loss: 0.009684, Validation Loss: 0.019204
Iterations [21880/25500], Train Loss: 0.018849, Validation Loss: 0.020417
Iterations [21890/25500], Train Loss: 0.009964, Validation Loss: 0.018898
Iterations [21900/25500], Train Loss: 0.016629, Validation Loss: 0.016486
Iterations [21910/25500], Train Loss: 0.013729, Validation Loss: 0.027467
Iterations [21920/25500], Train Loss: 0.013120, Validation Loss: 0.024699
Iterations [21930/25500], Train Loss: 0.017510, Validation Loss: 0.021063
Iterations [21940/25500], Train Loss: 0.021733, Validation Loss: 0.013922
Iterations [21950/25500], Train Loss: 0.015563, Validation Loss: 0.016084
Iterations [21960/25500], Train Loss: 0.022461, Validation Loss: 0.028609
Iterations [21970/25500], Train Loss: 0.018086, Validation Loss: 0.024924
Iterations [21980/25500], Train Loss: 0.011338, Validation Loss: 0.033545
Iterations [21990/25500], Train Loss: 0.017311, Validation Loss: 0.017332
Iterations [22000/25500], Train Loss: 0.018696, Validation Loss: 0.021056
Iterations [22010/25500], Train Loss: 0.023359, Validation Loss: 0.022739
Iterations [22020/25500], Train Loss: 0.013078, Validation Loss: 0.018519
Iterations [22030/25500], Train Loss: 0.011481, Validation Loss: 0.021398
Iterations [22040/25500], Train Loss: 0.009651, Validation Loss: 0.025172
Iterations [22050/25500], Train Loss: 0.020785, Validation Loss: 0.018996
Iterations [22060/25500], Train Loss: 0.008280, Validation Loss: 0.019768
Iterations [22070/25500], Train Loss: 0.014949, Validation Loss: 0.023615
Iterations [22080/25500], Train Loss: 0.015837, Validation Loss: 0.017604
Iterations [22090/25500], Train Loss: 0.022739, Validation Loss: 0.025655
Iterations [22100/25500], Train Loss: 0.015910, Validation Loss: 0.027950
Iterations [22110/25500], Train Loss: 0.015925, Validation Loss: 0.018299
Iterations [22120/25500], Train Loss: 0.010767, Validation Loss: 0.018920
Iterations [22130/25500], Train Loss: 0.020268, Validation Loss: 0.025223
Iterations [22140/25500], Train Loss: 0.013701, Validation Loss: 0.022900
Iterations [22150/25500], Train Loss: 0.008598, Validation Loss: 0.014920
Iterations [22160/25500], Train Loss: 0.009559, Validation Loss: 0.026338
Iterations [22170/25500], Train Loss: 0.014258, Validation Loss: 0.031418
Iterations [22180/25500], Train Loss: 0.007334, Validation Loss: 0.024643
Iterations [22190/25500], Train Loss: 0.016660, Validation Loss: 0.023473
Iterations [22200/25500], Train Loss: 0.017940, Validation Loss: 0.018960
Iterations [22210/25500], Train Loss: 0.012591, Validation Loss: 0.026905
Iterations [22220/25500], Train Loss: 0.012628, Validation Loss: 0.012186
Iterations [22230/25500], Train Loss: 0.020082, Validation Loss: 0.026761
Iterations [22240/25500], Train Loss: 0.012194, Validation Loss: 0.018009
Iterations [22250/25500], Train Loss: 0.017387, Validation Loss: 0.017541
Iterations [22260/25500], Train Loss: 0.013829, Validation Loss: 0.015523
Iterations [22270/25500], Train Loss: 0.016247, Validation Loss: 0.017519
Iterations [22280/25500], Train Loss: 0.018637, Validation Loss: 0.014732
Iterations [22290/25500], Train Loss: 0.022582, Validation Loss: 0.031449
Iterations [22300/25500], Train Loss: 0.016065, Validation Loss: 0.022847
Iterations [22310/25500], Train Loss: 0.016186, Validation Loss: 0.025276
Iterations [22320/25500], Train Loss: 0.013610, Validation Loss: 0.016682
Iterations [22330/25500], Train Loss: 0.012060, Validation Loss: 0.026552
Iterations [22340/25500], Train Loss: 0.015367, Validation Loss: 0.019435
Iterations [22350/25500], Train Loss: 0.012499, Validation Loss: 0.024100
Iterations [22360/25500], Train Loss: 0.014683, Validation Loss: 0.018386
Iterations [22370/25500], Train Loss: 0.015269, Validation Loss: 0.020674
Iterations [22380/25500], Train Loss: 0.012755, Validation Loss: 0.018704
Iterations [22390/25500], Train Loss: 0.019246, Validation Loss: 0.022415
Iterations [22400/25500], Train Loss: 0.011108, Validation Loss: 0.027865
Iterations [22410/25500], Train Loss: 0.017739, Validation Loss: 0.010418
Iterations [22420/25500], Train Loss: 0.021650, Validation Loss: 0.017376
Iterations [22430/25500], Train Loss: 0.016219, Validation Loss: 0.020594
Iterations [22440/25500], Train Loss: 0.018703, Validation Loss: 0.022403
Iterations [22450/25500], Train Loss: 0.012198, Validation Loss: 0.014309
Iterations [22460/25500], Train Loss: 0.017249, Validation Loss: 0.018777
Iterations [22470/25500], Train Loss: 0.018087, Validation Loss: 0.035264
Iterations [22480/25500], Train Loss: 0.010297, Validation Loss: 0.021265
Iterations [22490/25500], Train Loss: 0.014441, Validation Loss: 0.016565
Iterations [22500/25500], Train Loss: 0.013810, Validation Loss: 0.018599
Iterations [22510/25500], Train Loss: 0.017478, Validation Loss: 0.019498
Iterations [22520/25500], Train Loss: 0.018494, Validation Loss: 0.020016
Iterations [22530/25500], Train Loss: 0.015069, Validation Loss: 0.014216
Iterations [22540/25500], Train Loss: 0.011099, Validation Loss: 0.016636
Iterations [22550/25500], Train Loss: 0.016192, Validation Loss: 0.021430
Iterations [22560/25500], Train Loss: 0.015234, Validation Loss: 0.019681
Iterations [22570/25500], Train Loss: 0.016159, Validation Loss: 0.016331
Iterations [22580/25500], Train Loss: 0.016906, Validation Loss: 0.017773
Iterations [22590/25500], Train Loss: 0.011504, Validation Loss: 0.018470
Iterations [22600/25500], Train Loss: 0.022446, Validation Loss: 0.016253
Iterations [22610/25500], Train Loss: 0.012001, Validation Loss: 0.017393
Iterations [22620/25500], Train Loss: 0.021821, Validation Loss: 0.018269
Iterations [22630/25500], Train Loss: 0.013616, Validation Loss: 0.020756
Iterations [22640/25500], Train Loss: 0.011173, Validation Loss: 0.021235
Iterations [22650/25500], Train Loss: 0.014092, Validation Loss: 0.025571
Iterations [22660/25500], Train Loss: 0.019909, Validation Loss: 0.021617
Iterations [22670/25500], Train Loss: 0.009515, Validation Loss: 0.022799
Iterations [22680/25500], Train Loss: 0.021871, Validation Loss: 0.021432
Iterations [22690/25500], Train Loss: 0.014674, Validation Loss: 0.019442
Iterations [22700/25500], Train Loss: 0.016798, Validation Loss: 0.017614
Iterations [22710/25500], Train Loss: 0.007165, Validation Loss: 0.018958
Iterations [22720/25500], Train Loss: 0.015501, Validation Loss: 0.020458
Iterations [22730/25500], Train Loss: 0.009530, Validation Loss: 0.020571
Iterations [22740/25500], Train Loss: 0.018615, Validation Loss: 0.016104
Iterations [22750/25500], Train Loss: 0.020201, Validation Loss: 0.018663
Iterations [22760/25500], Train Loss: 0.012551, Validation Loss: 0.022970
Iterations [22770/25500], Train Loss: 0.018200, Validation Loss: 0.018695
Iterations [22780/25500], Train Loss: 0.011064, Validation Loss: 0.022551
Iterations [22790/25500], Train Loss: 0.018603, Validation Loss: 0.027008
Iterations [22800/25500], Train Loss: 0.015761, Validation Loss: 0.018646
Iterations [22810/25500], Train Loss: 0.008894, Validation Loss: 0.023827
Iterations [22820/25500], Train Loss: 0.008592, Validation Loss: 0.020762
Iterations [22830/25500], Train Loss: 0.012181, Validation Loss: 0.024829
Iterations [22840/25500], Train Loss: 0.013889, Validation Loss: 0.021969
Iterations [22850/25500], Train Loss: 0.014196, Validation Loss: 0.021193
Iterations [22860/25500], Train Loss: 0.010002, Validation Loss: 0.016840
Iterations [22870/25500], Train Loss: 0.011212, Validation Loss: 0.016312
Iterations [22880/25500], Train Loss: 0.018248, Validation Loss: 0.019040
Iterations [22890/25500], Train Loss: 0.016243, Validation Loss: 0.018185
Iterations [22900/25500], Train Loss: 0.012832, Validation Loss: 0.025594
Iterations [22910/25500], Train Loss: 0.009880, Validation Loss: 0.024885
Iterations [22920/25500], Train Loss: 0.017091, Validation Loss: 0.017044
Iterations [22930/25500], Train Loss: 0.016293, Validation Loss: 0.021085
Iterations [22940/25500], Train Loss: 0.008325, Validation Loss: 0.018311
Iterations [22950/25500], Train Loss: 0.014870, Validation Loss: 0.019929
Iterations [22960/25500], Train Loss: 0.011020, Validation Loss: 0.017849
Iterations [22970/25500], Train Loss: 0.013233, Validation Loss: 0.023719
Iterations [22980/25500], Train Loss: 0.012765, Validation Loss: 0.017598
Iterations [22990/25500], Train Loss: 0.014423, Validation Loss: 0.025117
Iterations [23000/25500], Train Loss: 0.009307, Validation Loss: 0.016753
